County Name,Unemployment Rate,Median Household Income,Pop. Below Poverty Line,Ratio of Income 80th vs 20th Percentile:,Banking Institutions Per 10000 Pop.,Household Spending <30% of income on housing,High-Speed Internet,Preschool Enrollment,On-time HS Graduation,Associate Degree or Higher,Violent Crime per 100000 Pop.,Youth Not In School Or Working,Primary Care Providers Per 100000 Pop.,Grocery Stores and Supermarkets per 10000 Pop.
"Brown, Texas",4,37230,18.4,4.5,4.2,72.9,3,41.3,93,21.3,369.7,12.8,126.6,1.6
"Burleson, Texas",4.8,42729,15,4.5,10.2,70.8,4,None,86,26.6,227.9,None,321.9,1.7
"Burnet, Texas",3.3,45036,16.3,4.2,3.6,68.5,3,45.6,95,27.2,166.7,16.7,103.7,1.1
"Caldwell, Texas",3.7,41326,18.7,4.5,1.8,68.1,3,42.5,93,21.3,317.4,33.4,48.4,0.8
"Calhoun, Texas",9.5,44017,17.6,4.4,3.4,57,3,None,68,19.7,559.7,None,162.6,4.3
"Callahan, Texas",3.7,42028,15.2,4.7,3,78.2,3,57,94,20.7,97.3,20.4,0,1.5
"Cameron, Texas",6.7,31056,34.8,5.5,2.5,65.4,3,40.8,87,20.9,293.3,23,126.5,1
"Camp, Texas",5.1,34706,21.8,4.4,4.3,79,3,None,92,22.2,91.2,20.4,57,2.8
"Carson, Texas",5,60864,None,3.4,3.5,71.8,3,None,92,26.5,102,None,55.9,2.1
"Cass, Texas",6.7,33320,20.9,4.9,5.6,74.5,2,38.8,93,19.1,283.9,22.1,36.2,1.3
"Castro, Texas",6.2,34072,24.1,3.8,6,73.3,3,None,90,21.7,150.7,None,52.1,1.2
"Chambers, Texas",4.7,67850,9.7,4.5,1.9,82.4,3,34,97,25.3,238.3,21.9,18.8,1.6
"Cherokee, Texas",4.9,35922,24.5,4.8,3.1,72.3,3,45.3,94,21.6,456,21.2,72.6,1
"Childress, Texas",2.8,44490,None,5.1,5.7,71.6,3,80.3,88,24.2,365.9,56.9,127.4,1.4
"Clay, Texas",5.9,50334,None,4,5.2,69.6,3,None,89,26,209.9,None,84.9,1.8
"Cochran, Texas",3.9,36176,15.1,4.8,10,81.5,3,65.3,None,17.5,84.4,25.6,66.8,3.3
"Coke, Texas",3.5,38184,11,4.2,6.2,81,4,75.6,None,27.2,19.9,None,124.4,6.2
"Coleman, Texas",5.3,29365,27.6,5.2,4.3,62,5,None,78,25.9,70.7,43.4,157.9,3.6
"Collin, Texas",3.3,77465,7.8,4,3.7,69.9,5,52.7,96,56.7,170.3,9.2,251.8,1.1
"Collingsworth, Texas",5.5,38915,20.4,None,3.7,74.1,3,None,78,17.6,313,None,51.8,2.2
"Colorado, Texas",5.9,42257,16.6,4.7,6.3,75.5,3,None,68,15.1,49.7,14.9,14.1,2.8
"Comal, Texas",3.3,61625,10.2,4.4,3,72.7,5,41.2,93,41.2,281.8,12.6,185.9,0.7
"Comanche, Texas",13.8,33715,26.4,4.8,3.6,58.4,3,None,78,17.1,215.5,None,26.6,7.1
"Concho, Texas",3.9,48121,16.5,None,6.9,72.2,4,None,87,31.2,248.9,None,79.1,1.5
"Cooke, Texas",3.2,46863,14.8,4.6,3.6,73.4,4,35.3,94,27.8,215.9,15.8,62.4,1.3
"Coryell, Texas",4.3,46631,13.4,3.6,2.5,73.4,4,38.2,91,25,210,20.7,31.4,0.5
"Cottle, Texas",5.8,32422,None,3.5,8.4,71,3,None,92,19.6,135.8,None,25.1,2.5
"Crane, Texas",5.4,47190,13.8,4.4,2.5,69.5,2,None,78,14.6,401.8,None,25.1,2.5
"Crockett, Texas",5.4,47245,None,None,2.3,66.5,4,None,79,15.5,169.5,None,20.4,1
"Crosby, Texas",4.7,35743,26.5,4.3,8.1,79.2,3,None,None,22.6,55,21.6,81.4,4.1
"Culberson, Texas",3.9,34730,None,6.4,7.2,84.1,3,None,95,28.7,177.1,None,96.6,7.2
"Dallam, Texas",4.3,38278,None,3.2,13.2,76.7,5,None,None,23.9,22.1,None,0,6.6
"Dallas, Texas",3.9,46314,19.1,4.7,3.5,61.6,4,37.6,83,34.1,465.9,16.6,311.3,1.6
"Dawson, Texas",4.3,37172,21.9,5.5,3.1,63.7,3,None,59,15.6,516.4,45.9,97.2,2.3
"Deaf Smith, Texas",2.9,38792,18.9,4.4,3.6,77.8,3,42.3,85,19.6,293,25,31.3,1
"Delta, Texas",3.6,37791,17.9,4.6,1.5,68.7,3,None,93,27.7,89.8,None,83.4,4.5
"Denton, Texas",3.2,69409,8.7,4.1,2.6,69,5,54,86,48.5,180.4,8.3,171,0.8
"DeWitt, Texas",3.4,43481,13.5,5,6.8,79.6,3,47.3,96,17.8,292.6,None,24.4,1
"Dickens, Texas",2.1,35943,18.8,5.2,11.5,80.9,4,None,None,36.3,56.7,None,76.5,9.6
"Dimmit, Texas",6.8,34334,26.5,5.9,3.3,64.5,5,None,88,14,440.2,None,32.6,5.4
"Donley, Texas",3.7,39697,16.7,4.2,9.9,83.2,3,None,None,28.2,197.7,None,42.6,4.3
"Duval, Texas",8,31947,19.7,4.8,3.4,73.1,4,None,76,24.4,402,25.7,155.6,2
"Eastland, Texas",8.7,32680,19,4.3,8.7,78.9,3,None,93,19.9,168.7,None,0,2.9
"Ector, Texas",3.8,48172,15.9,4.5,3.3,76.5,3,37.1,70,19,717.8,18.8,196.6,1.1
"Edwards, Texas",7.6,41033,None,5.1,3.5,67.4,4,None,None,23.5,194.5,None,96.9,7.9
"Ellis, Texas",3.5,57987,11.9,3.9,2.8,71.1,4,44,94,27.8,178.2,13.7,73.6,1.2
"El Paso, Texas",4.9,37587,23.3,4.9,1.9,65.5,4,42,84,27.5,401.5,16.2,176.3,1.4
"Erath, Texas",3.4,37053,22.3,5.8,3,66.3,4,46.1,89,29.8,156,None,117.5,1.2
"Falls, Texas",3.1,30802,20.9,4.7,25.7,72.7,2,None,None,28.8,None,17.6,0,0
"Fannin, Texas",2.3,41516,17.2,4.6,8.6,78.4,4,None,89,30,79.5,26.1,61.6,4.9
"Fayette, Texas",2.9,44942,11.6,4.3,6.9,77.3,3,39.8,90,22.5,129.8,None,88.8,2
"Fisher, Texas",6.2,39429,17.1,4,2.6,71.3,3,None,81,13.8,275.3,None,26.2,0.5
"Floyd, Texas",4.9,39573,20.3,5.9,2.2,72.6,3,None,90,17.7,341.7,None,37.2,1.1
"Foard, Texas",6.1,31590,None,4.6,5,67.9,4,None,89,17.7,208.8,None,69.5,0.4
"Fort Bend, Texas",3.8,79838,8.4,4.1,2.6,69.6,5,55.6,92,47.9,286.9,10.8,237,1.3
"Franklin, Texas",5,42610,14.4,4.5,6.4,73.7,3,None,99,19.4,51.4,None,14.2,1.4
"Freestone, Texas",5,41654,15.6,4.7,5.1,78.3,3,49.9,93,19.1,253.2,None,15.3,1
"Frio, Texas",7.3,33555,24,4.6,5.2,74,3,None,87,15.7,None,29.3,37.5,2.2
"Gaines, Texas",7.7,49524,16.8,4.8,3,73.4,3,None,88,22.6,80.3,20.6,17,1.3
"Galveston, Texas",4.4,57917,13.3,5.1,3.1,68.2,4,57.3,90,36.9,296.5,11.8,453.7,1.6
"Garza, Texas",7.2,44498,None,4.8,4.1,58.8,4,None,68,27.2,210.5,None,139.3,2.5
"Gillespie, Texas",2.6,50233,12,4.3,4.3,70.6,4,51.5,96,35.8,63.4,None,284.2,2.4
"Glasscock, Texas",3.1,64684,None,4,4.8,79.9,3,None,88,28,147.1,None,47.5,3.2
"Goliad, Texas",4.5,47664,14.7,4.7,6,77.4,3,None,78,24,53.7,None,60,4.8
"Gonzales, Texas",3.1,36736,21.9,4.7,3,76.4,2,54.2,96,17.5,514.7,20.6,39.6,1.5
"Gray, Texas",4.9,40720,14.6,4.3,12.5,79,3,None,None,24.2,154.2,27.9,15.6,3.1
"Grayson, Texas",3.6,43458,15.7,4.5,3.7,69.7,3,37.5,95,28.2,268.3,17.2,160.2,1.5
"Gregg, Texas",4.3,42612,17.6,4.8,6.3,70.6,3,47.2,91,28.3,504.4,14.5,263,1.2
"Grimes, Texas",7.9,41178,19.1,4.8,3.2,63.7,3,None,72,21.9,196.7,25.2,12.7,1.9
"Guadalupe, Texas",3.1,57993,9.7,3.8,1.9,75.2,4,41.7,94,33.1,207.6,11.9,70.5,0.6
"Hale, Texas",4.2,38555,22.3,4.3,7.6,67.4,3,None,24,22.3,173.3,24.1,38.1,3.8
"Hall, Texas",3.8,30894,23.8,4.9,6.5,76.1,4,None,87,32.5,261.7,None,219,1.1
"Hamilton, Texas",5.5,38053,12.6,4.7,2.3,69.6,2,None,90,18.6,232.4,27,34.1,1.1
"Hansford, Texas",4.7,46005,17,3.6,9.5,80.3,4,None,68,26.2,334.7,None,127,6.3
"Hardeman, Texas",4.9,34049,26.6,5.1,13.4,76.2,4,None,84,32.4,60.7,None,50.1,5
"Hardin, Texas",4.9,49620,10.9,4.7,3.4,79.3,3,42.5,96,23.5,151.4,14.3,32.5,1.1
"Harris, Texas",4,49736,18.5,5,3.1,63.5,4,40.8,85,34.1,725.5,15.1,303.3,1.8
"Harrison, Texas",4.5,42752,16,5.1,3.7,76.2,3,33.3,93,25.8,405.1,18.1,65.5,1.6
"Hartley, Texas",5.3,61542,None,4.2,3,65.5,2,None,78,19.9,145.2,None,30.5,2
"Haskell, Texas",3.4,34498,18.9,4.6,6.8,81.7,4,83.3,None,16,133.3,56.7,17,3.4
"Hays, Texas",3,54897,17,5.4,2.7,58.8,4,51.1,90,43.6,208.7,9.5,109.9,0.6
"Hemphill, Texas",3.8,52771,None,4.2,3.8,74.2,2,None,87,20,24.5,None,37.6,1.9
"Henderson, Texas",4.4,38282,18.9,4.4,3.2,68.7,4,37.2,94,22.6,379.7,19,78.9,1.7
"Hidalgo, Texas",7.3,31961,34.8,5.6,2.4,64.3,3,38.6,84,20.2,309.6,19.3,106.7,1.1
"Hill, Texas",4.1,38160,17,4.5,3.7,73.4,3,32,93,22.7,159.1,18.9,48.8,1.1
"Hockley, Texas",3.6,47329,15.7,4.4,4.3,78.8,3,44.8,87,24.8,428.1,12.5,46.8,0.9
"Hood, Texas",4,52186,12.1,4,4.9,73.1,4,44.6,96,30.3,163.6,21.8,94.5,1.1
"Hopkins, Texas",5.8,40863,19.3,4.2,1.3,65.9,3,None,78,16.3,229.8,20,25.8,0.4
"Houston, Texas",5,30999,19.7,5.5,3.6,74.3,4,None,None,37.1,56.1,30.7,83.1,3.6
"Howard, Texas",4.1,42693,15.3,4.5,3.9,79.6,4,36.3,94,20.3,561,19.8,79.9,0.6
"Hudspeth, Texas",3.9,21102,44.1,None,2.1,79.4,3,None,96,13.2,220,None,21.3,1.4
"Hunt, Texas",4.2,41987,19.9,5.4,2.6,67.7,3,42.9,92,23.5,410.7,19.8,62.8,0.7
"Hutchinson, Texas",3.5,41868,15.8,4.6,4.6,79.9,3,50.4,92,20.1,764,18,55,1.8
"Irion, Texas",6.9,47134,None,4,6.4,72.6,3,None,93,20.6,239.8,None,63.8,1.6
"Jack, Texas",7.7,45900,None,3.9,3.2,73.6,3,None,68,13.7,167.7,38,10.6,4.2
"Jackson, Texas",9.2,46358,12.7,4.2,4.3,76.9,3,None,92,20.3,48,None,106.3,1.7
"Jasper, Texas",6.6,37830,17.8,5.1,4.2,75.3,2,43.3,94,16.9,306.4,24.9,56.1,1.1
"Jeff Davis, Texas",2.1,45917,None,None,5,75.1,3,None,95,20,182.5,None,20.1,3
"Jefferson, Texas",6.2,39844,21,5.5,3.9,69.1,3,40.9,90,24.3,652,21.5,202.9,1.7
"Jim Hogg, Texas",4.7,33809,None,None,3.6,71.8,3,None,89,38.5,100.2,None,32.1,0.8
"Jim Wells, Texas",6.5,37988,21.7,5.8,2.9,77.3,3,55.6,81,16.9,663.5,25.4,57.6,2.4
"Johnson, Texas",3.9,53853,12,3.8,2.5,74.9,4,35.5,92,23.6,241.7,16.9,88.4,0.8
"Jones, Texas",4,38654,18.5,4.8,10.1,83.7,5,None,None,28.2,156.1,54.2,169,3.4
"Karnes, Texas",3.8,40119,23.3,6.5,2,75.8,3,43.2,None,16.2,195,43.1,33.8,2
"Beaver, Utah",9.9,43674,14.1,4.6,9.5,71.1,4,None,None,24.3,129,None,79.2,4.8
"Box Elder, Utah",3.3,53625,8.8,3.3,3.1,75.8,4,36.8,85,29.7,149.2,13.9,60.9,1.2
"Cache, Utah",2.6,46338,16.6,3.8,3.8,67.9,4,35,86,43.8,54.4,6.9,126.1,1.1
"Carbon, Utah",4.7,41862,15.1,4.8,6.2,76.4,3,36.6,89,25.3,212.2,18.1,133.8,2.4
"Daggett, Utah",4.4,43914,None,None,6.4,81.3,4,None,None,32.5,178.6,61.1,53.6,6.4
"Davis, Utah",3,65246,7.9,3.3,2.9,71.6,5,42.5,86,44.7,100,11.8,137.9,0.8
"Duchesne, Utah",6.9,53991,8.9,3.9,4,75.9,4,32.5,71,23.9,216.9,20.3,104.4,2.5
"Emery, Utah",5.3,49386,10,3.1,3,70.3,4,None,74,31.6,141.8,19.8,29.7,3
"Garfield, Utah",6.3,42454,11.5,3.7,5.5,65.9,3,None,92,15.1,None,None,79.7,1.3
"Grand, Utah",4.3,42951,13.7,3.8,1.9,72.6,3,None,86,17.2,133.5,None,37.7,3.8
"Iron, Utah",4.1,39657,20.9,4.3,2.8,60.6,4,42.4,80,35.9,229.7,13.6,83.5,0.6
"Juab, Utah",6.9,51711,14.7,3.4,0,69.5,2,None,None,11.2,81.3,14.6,0,0
"Kane, Utah",6.5,45434,7.8,3.2,1.8,68.9,3,None,73,24.2,170,None,0,0.6
"Millard, Utah",3.3,46087,13.3,4.4,4.6,71.4,4,None,72,29.9,77.8,16,23.2,1.5
"Morgan, Utah",2.9,75196,None,2.6,4.9,75.3,5,59.4,88,42.5,41.5,None,176.5,1
"Piute, Utah",3.3,36036,25.4,4.4,5,80.5,4,None,None,36.1,48.5,None,0,9.9
"Rich, Utah",10.3,None,None,4.4,5.7,70.7,4,None,90,27.7,224.5,None,108.2,4.1
"Salt Lake, Utah",3.1,56680,12.7,4,4.1,64.5,4,43,77,39.7,341.5,12.7,351.1,1.4
"San Juan, Utah",7,37901,27.1,6.2,3.3,81.1,2,44.7,76,28.1,96,24.3,60,1.3
"Sanpete, Utah",3.7,45273,15.7,4,5,76.2,4,46.6,77,31.7,122.6,13.5,63.7,1.4
"Sevier, Utah",4,43270,15.4,4.2,3.8,73.7,4,46.2,79,25.9,161.2,14.5,57.6,1.4
"Summit, Utah",3.4,78003,8.5,4.4,4.9,65.4,5,43.1,91,55.4,114,13.6,465.5,3.4
"Tooele, Utah",3.8,57482,8.7,3.3,2.1,73.3,4,46.6,92,30.1,199.8,15.6,44.5,0.8
"Uintah, Utah",6.2,58095,11.6,3.7,2.5,74.8,4,34.3,66,24,219.3,19.5,56,0.6
"Utah, Utah",2.9,56344,14,3.8,2.8,64.7,4,39.8,81,47.3,78.6,9.6,120.5,0.9
"Wasatch, Utah",3.4,60887,9.5,3.5,4.5,63.2,5,31.8,90,42.5,55.4,None,97.9,1.9
"Washington, Utah",3.6,46125,15.3,3.7,3.3,61.8,4,38,81,36.3,143.4,15.6,168.6,1.3
"Wayne, Utah",4,38805,18.2,None,5.1,67.5,3,None,96,24.4,27.7,None,118.1,2.8
"Weber, Utah",3.6,51456,12.8,3.6,3.9,70.3,4,38,75,31.8,211.5,15.3,145.1,1.4
"Addison, Vermont",3.5,53881,11.3,4.1,4.6,62.7,4,55.8,93,42.5,75.2,9.3,206,4.3
"Bennington, Vermont",4.6,47007,13.9,4.2,6.5,60.3,5,57.9,79,40.1,151.9,13.3,348.8,4.1
"Caledonia, Vermont",5.1,42490,14.1,4.6,6.4,63.1,4,36.1,88,36,137.8,13.5,154.1,3.5
"Chittenden, Vermont",2.4,59894,11.2,4.5,4.9,61.6,5,53.6,91,56.6,162.1,5.2,785.9,2.7
"Essex, Vermont",7.8,33617,15.9,3.9,3.2,65.6,4,59.8,None,23.2,None,21.1,64.6,3.2
"Franklin, Vermont",3.5,52641,10.2,4.1,4.8,64.9,4,32.5,88,33.1,175.5,12.4,140.9,3.5
"Grand Isle, Vermont",4.2,55701,6.9,3.7,2.9,61.2,5,66.3,None,40.3,33.5,None,257.8,7.2
"Lamoille, Vermont",5.4,49314,12.6,4.4,4.8,59.2,5,36.6,92,45.7,70.6,None,207.6,3.6
"Orange, Vermont",3.6,49121,13.1,3.9,5.5,65,4,39.7,82,39.4,64.4,14.9,173.1,3.1
"Orleans, Vermont",6.6,39268,15.4,4.4,4.8,61.1,4,25.6,89,28.6,134.7,19.7,173,5.5
"Rutland, Vermont",4.5,46118,13,4.3,5.1,62,5,64.8,87,36,158,13.5,221.3,3.3
"Washington, Vermont",3.4,53615,9.6,4,5.6,65,4,47.2,90,46.7,118.6,9.3,258.4,4.7
"Windham, Vermont",4.1,47019,12.4,4.2,5,59.6,5,53,78,40.7,205.5,12.4,248.8,5.3
"Windsor, Vermont",3.5,49103,10.3,4.5,7.3,61.8,5,61.2,87,42.2,132.5,13.8,345.4,5.3
"Accomack, Virginia",5.6,36811,20.5,5.4,4.8,69.9,3,34.9,80,23.5,188.2,None,60.6,3
"Albemarle, Virginia",3.8,63391,10.2,4.7,4.3,68,4,63.1,None,58,117,5.7,704.8,1.9
"Alleghany, Virginia",5,41978,12.6,4.8,3.1,75.6,4,43.2,82,24,110.1,None,111.7,1.9
"Amelia, Virginia",5.2,49500,8.3,3.8,5.5,77,3,None,83,25.3,None,None,27.6,1.8
"Amherst, Virginia",4.9,42069,11.4,4.3,4.3,73.2,3,47.1,86,24.4,76.8,None,18.6,2.2
"Appomattox, Virginia",3.7,46956,17.7,4.7,12.9,89.9,4,None,None,32.5,16.6,None,25.8,7.7
"Arlington, Virginia",2.9,96603,8,4,4.6,68.1,5,61.7,81,75.4,150.3,7.4,364.1,1.9
"Augusta, Virginia",4.2,48697,9.5,3.6,3.1,74.2,3,43.1,87,25.6,111.3,18.9,132.7,1.6
"Bath, Virginia",4.1,48078,None,None,8.7,75.3,3,0,93,25.4,35.1,None,43.4,2.2
"Bedford, Virginia",4.5,53910,8.2,3.9,2.1,74.3,3,50,None,33,160,13.5,103,1.2
"Bland, Virginia",2.8,39442,None,4.1,9.9,81.2,4,None,None,35.5,None,None,148.7,5
"Botetourt, Virginia",4.2,61715,7.7,3.7,5.4,77.2,3,73.3,88,33.9,84,None,96.9,1.5
"Brunswick, Virginia",7,33970,24,4.7,4.2,65.3,2,50.9,73,20.4,91.5,33.1,36,1.2
"Buchanan, Virginia",9.8,27938,25.9,5,5.2,77.3,2,None,83,16.7,106.4,22.6,38.8,1.9
"Buckingham, Virginia",3.3,36175,23,4.7,3.5,77.7,3,None,None,39.9,145.5,40.1,217.3,3.5
"Campbell, Virginia",4.7,44144,14.7,4.4,4.9,72.3,3,41.4,81,26,122.9,16.2,27.3,2.2
"Caroline, Virginia",4.8,53556,12.7,3.8,12.4,77.8,3,None,None,20.8,235.2,18.2,62,3.1
"Carroll, Virginia",9.1,30750,18.1,4.1,2.4,60.3,3,None,56,17.8,673.8,19.2,49.6,1.7
"Charles City, Virginia",7.4,45329,11.8,4.2,3.8,74.8,4,None,96,15.5,69.7,None,136.4,1.3
"Charlotte, Virginia",6.3,30902,17.9,4.3,4.4,70.1,3,None,93,17.5,197.6,None,25.4,3.2
"Chesterfield, Virginia",4.4,67475,6.7,3.6,3.9,68.8,5,47.8,86,43.7,135.2,11.7,277.8,1.4
"Clarke, Virginia",4,72631,6.7,3.9,3.5,70.8,3,69.1,88,38.2,121.9,None,118.5,2.1
"Craig, Virginia",3.5,44747,None,None,8.1,71.8,3,None,None,24.7,None,None,0,2.7
"Culpeper, Virginia",4.4,60300,9.1,3.8,3.5,60.4,4,37.4,86,29.4,186.7,20.1,103.1,1.9
"Cumberland, Virginia",4.8,37961,16.3,4,2,71.3,3,None,73,18.4,287,None,40.7,1
"Dickenson, Virginia",5.2,31186,20.9,4.6,3.9,72.7,2,None,92,16.4,57.4,None,15.6,2.3
"Dinwiddie, Virginia",4.3,48697,13.2,3.7,2.3,75,3,None,None,21,473,14.4,91.3,2.3
"Essex, Virginia",6.6,42012,11.1,4,5.9,73.2,3,None,75,17.4,226,None,85.8,1
"Fairfax, Virginia",3.6,103234,5.9,3.8,4.1,68,5,57.2,86,63.9,90,7.6,359.7,1.8
"Fauquier, Virginia",4,82751,5.6,3.8,5.1,68.6,4,57.2,89,41.1,91.9,8.6,145.8,1.8
"Floyd, Virginia",4.8,41763,12.7,4,4.7,74.7,3,None,90,20.8,24.9,None,50.7,1.2
"Fluvanna, Virginia",5.9,63918,7.1,3.6,3.4,71.9,3,None,94,15.8,323.2,None,41.9,1.9
"Franklin, Virginia",4.7,42704,14,4.4,4.1,70.5,3,50.9,81,26.3,103.5,11.8,95.8,0.9
"Frederick, Virginia",4.1,64045,7.1,3.7,3.7,69.2,3,52,None,34.6,112.6,12.3,131.7,1.6
"Giles, Virginia",5,42252,13.3,4.3,4.9,75.6,4,None,87,23.9,None,None,56,3
"Gloucester, Virginia",4.2,56646,9.2,3.6,4.9,67.2,4,44.9,82,31.6,76.3,10.4,116.7,1.4
"Goochland, Virginia",4.2,75794,5.6,4,3.7,73.4,3,57.5,88,44.3,106.4,20.6,244.9,0.9
"Grayson, Virginia",6.8,28745,19.1,4.1,10.3,72.3,4,None,None,23.8,35,19.2,0,15.5
"Greene, Virginia",8.9,55559,12,3.3,7.9,81.5,4,None,93,16.3,52.2,None,26.3,1.3
"Greensville, Virginia",3.9,37156,21.6,4.3,3.1,72.8,3,None,92,22.2,179.5,39.5,78.9,0.6
"Halifax, Virginia",6.5,32441,21.3,4.9,2.8,69.1,3,43.4,77,23.1,138.7,21.6,149.8,3.4
"Hanover, Virginia",4,70266,5.1,3.8,4.4,70.9,4,62.7,90,42.5,88.6,7,191.7,1.3
"Henrico, Virginia",4.5,57141,10.7,4,5.4,65.4,4,48.2,83,46.5,161.3,12.1,373.4,2
"Henry, Virginia",6.9,32745,17.1,4.1,4,73.9,3,36.5,78,21.2,316.6,20.5,142.8,2.1
"Highland, Virginia",3.4,46449,None,3.5,9.1,88.6,4,None,None,27.1,206.8,None,91.5,4.6
"Isle of Wight, Virginia",3.8,59850,12,4.5,2.2,75.2,2,None,97,18.6,206.9,None,21.7,1.4
"James City, Virginia",4.4,72035,8.7,3.8,4.9,67.7,5,49.3,None,52.7,106,11.9,439.7,1.3
"King and Queen, Virginia",6.1,45276,None,3.1,4.9,77,3,None,89,22.6,42,None,39.6,2.4
"King George, Virginia",3.6,76521,7.1,3.8,7,76.2,4,None,88,26.1,129.2,15,57.4,0.4
"King William, Virginia",5.9,58659,9.5,3.2,3.5,78,3,None,63,20.8,315.1,None,46.1,2.3
"Lancaster, Virginia",5.5,46096,11.7,5,4.3,76.3,3,None,93,20,441.5,None,35.8,4.3
"Lee, Virginia",3.6,29304,26.8,4.7,4.9,71.4,4,None,None,25.8,64,26.3,0,4.9
"Loudoun, Virginia",3.7,114415,3.6,3.2,3.7,66.8,5,63.9,92,63.8,88.5,7.4,186.3,1.6
"Louisa, Virginia",6,51029,10.3,4.2,8,72.8,3,None,70,18.7,418.8,20.3,80.5,2.3
"Lunenburg, Virginia",2.6,32982,22.6,4.6,10.6,82.8,4,None,None,32.3,None,27.1,105.9,5.3
"Madison, Virginia",3.8,50038,13.3,4.6,2.5,79.1,4,None,73,18.3,123.7,None,24.6,0.5
"Mathews, Virginia",5,51660,None,4.2,5.9,72.1,4,None,84,31.3,80.6,None,117,0
"Mecklenburg, Virginia",5.9,33940,19.6,4.6,4,70.9,3,None,92,19.9,261.3,29.4,74.6,0.8
"Middlesex, Virginia",3.7,49897,9.4,4.6,2.8,91.4,3,None,None,11.8,39,None,55.1,2.8
"Montgomery, Virginia",4.1,42628,24.5,6,5,62.5,3,38.7,80,49.9,117.4,2.6,169.6,1.1
"Nelson, Virginia",7.2,45667,14.2,4.7,7.2,77.1,4,None,88,21.4,228.8,None,57.5,2.9
"New Kent, Virginia",3.9,66099,None,3.3,1,70.2,4,63.7,80,31.4,124.8,None,61.6,2.1
"Northampton, Virginia",9.4,31482,24.3,7,3.4,62,3,None,79,26.5,127.7,None,80.6,2.3
"Northumberland, Virginia",5.7,48056,11.1,3.8,9.1,72.1,4,None,None,23.1,15.1,None,91.1,2.3
"Nottoway, Virginia",4.8,34264,16.8,4.5,5.7,57.7,3,53,73,18.8,154.5,34.6,95.5,3.2
"Orange, Virginia",4.8,56429,12.6,4.1,4,68.4,3,40.5,87,28.4,80.6,20.9,104,1.2
"Page, Virginia",2,40160,15.1,4.4,10.9,82.5,5,None,None,33.7,311.2,None,27.3,5.5
"Patrick, Virginia",5.3,32633,17.1,4.1,14.3,83.9,4,None,None,29.5,140.4,None,23.9,11.9
"Pittsylvania, Virginia",5.6,39446,14.5,4.3,1.9,72.7,3,45.4,85,22.3,72.7,14.8,6.4,0.8
"Powhatan, Virginia",4.2,71649,5.4,3.8,2.5,71,4,61.3,89,35.8,67.2,20.7,85,1.1
"Prince Edward, Virginia",4.6,35040,19.8,5.2,4.4,70.5,2,None,None,None,123.9,None,43.7,4.4
"Prince George, Virginia",7.2,59037,8.1,3.3,2.8,70.3,2,None,94,15,669.9,19.6,70.7,1.4
"Prince William, Virginia",4.2,91795,6.3,3.5,2.4,65.1,5,42.4,84,45.4,148.4,10.7,94.1,1.5
"Pulaski, Virginia",3.7,41476,13.9,4.2,0,89.8,4,None,None,35.7,295.6,19.7,0,10.8
"Rappahannock, Virginia",5.8,52826,None,4.9,3.7,68,3,None,75,21.5,279.1,None,62.9,3.1
"Richmond, Virginia",5.6,44070,12.8,4.6,3.5,67.3,3,None,96,13,72.5,None,48.4,2.8
"Roanoke, Virginia",4,56904,6.6,3.6,4.4,73.4,4,60,88,42.5,148.1,10.8,440.8,1.4
"Rockbridge, Virginia",4.8,45221,12.6,4.2,4.9,69.4,3,69.7,76,28.5,81.5,29.9,170.1,1.3
"Rockingham, Virginia",4.1,48855,10.4,3.9,3.7,70.9,3,34.4,None,28.4,68.8,12.9,50.2,1.5
"Russell, Virginia",6.8,31704,19.3,5.1,4.6,77.9,2,53,81,18.8,129.6,22,42.4,1.4
"Scott, Virginia",10.2,35900,18.3,4.7,3.3,79.3,3,None,81,13.2,None,23,37.2,3.3
"Shenandoah, Virginia",4.5,46449,11.7,4.2,4.9,66.7,4,31.1,90,25.7,94.3,14,79.6,3
"Smyth, Virginia",5.6,34856,18.4,4.4,5.6,65.9,5,None,91,29.1,130.7,18.3,112.7,2.8
"Southampton, Virginia",4.2,43197,16,4.3,2.7,65.7,2,45.5,79,20.5,135.8,16.7,27.5,2.2
"Spotsylvania, Virginia",4.7,73331,7.6,3.7,2.9,67.5,4,51.2,83,35.2,214.5,15.6,153.5,1.8
"Stafford, Virginia",4.6,90895,5.1,3.4,2.3,67.4,5,42.7,89,44.2,145.8,12.8,69.3,1
"Surry, Virginia",5.6,44265,None,4,3.2,71.5,2,None,76,19.6,178.6,None,21.5,1.8
"Sussex, Virginia",6,37098,15.3,4.6,2.3,73.5,3,None,88,16.9,131.7,42.5,15,0.8
"Tazewell, Virginia",6.5,33409,18.3,4.9,4.1,74.9,4,None,84,22.2,193,21.4,126,2.5
"Warren, Virginia",4.8,57667,9.3,4.5,4.7,66.5,4,42,88,27.9,102,15.8,108.8,1.6
"Washington, Virginia",4.7,39216,12.1,4.1,6.4,74.2,4,36.4,86,30.6,103.8,12.6,204.5,2.4
"Westmoreland, Virginia",3.7,46011,12.9,4.4,5.3,70.4,4,None,89,19.2,114.4,None,9.5,2.9
"Wise, Virginia",8.3,33900,21.9,5.3,4.7,74.2,3,30.5,83,20.2,157.9,23.9,81.2,2.2
"Wythe, Virginia",1.7,38633,14.4,4.3,10.2,85.5,4,None,None,34.7,None,20.8,0,0
